filename,power,time,dR/R,residual,best_fit
/Users/monochromatti/surfdrive/Measurements/2023/acoustic_resonators/src/acoustic_resonators/stroboscopy/raw_data/20.11.19/14h17m36s_long scan on flake (pump V 0.64 mW ND 0.4 640nm) A+B in Stanford___294.673-293.148_.txt,0.64,4.6698973327740525,-0.004513472227259907,0.00004709228343094049,-0.004466379943828967
/Users/monochromatti/surfdrive/Measurements/2023/acoustic_resonators/src/acoustic_resonators/stroboscopy/raw_data/20.11.19/14h17m36s_long scan on flake (pump V 0.64 mW ND 0.4 640nm) A+B in Stanford___294.673-293.148_.txt,0.64,4.736610151813624,-0.0044827917976620075,0.000034086808609390395,-0.004448704989052617
/Users/monochromatti/surfdrive/Measurements/2023/acoustic_resonators/src/acoustic_resonators/stroboscopy/raw_data/20.11.19/14h17m36s_long scan on flake (pump V 0.64 mW ND 0.4 640nm) A+B in Stanford___294.673-293.148_.txt,0.64,4.803322970853383,-0.004466312203250967,0.00003628750248967517,-0.004430024700761292
/Users/monochromatti/surfdrive/Measurements/2023/acoustic_resonators/src/acoustic_resonators/stroboscopy/raw_data/20.11.19/14h17m36s_long scan on flake (pump V 0.64 mW ND 0.4 640nm) A+B in Stanford___294.673-293.148_.txt,0.64,4.8700357898929525,-0.004436768676335817,0.00002636889572285757,-0.004410399780612959
/Users/monochromatti/surfdrive/Measurements/2023/acoustic_resonators/src/acoustic_resonators/stroboscopy/raw_data/20.11.19/14h17m36s_long scan on flake (pump V 0.64 mW ND 0.4 640nm) A+B in Stanford___294.673-293.148_.txt,0.64,4.936748608932522,-0.004404383394563129,0.000014490012747205884,-0.004389893381815923
/Users/monochromatti/surfdrive/Measurements/2023/acoustic_resonators/src/acoustic_resonators/stroboscopy/raw_data/20.11.19/14h17m36s_long scan on flake (pump V 0.64 mW ND 0.4 640nm) A+B in Stanford___294.673-293.148_.txt,0.64,5.003461427972281,-0.00442370375305997,0.00005513285063334528,-0.004368570902426624
/Users/monochromatti/surfdrive/Measurements/2023/acoustic_resonators/src/acoustic_resonators/stroboscopy/raw_data/20.11.19/14h17m36s_long scan on flake (pump V 0.64 mW ND 0.4 640nm) A+B in Stanford___294.673-293.148_.txt,0.64,5.070174247011851,-0.004427111475866073,0.00008061170263261395,-0.004346499773233459
/Users/monochromatti/surfdrive/Measurements/2023/acoustic_resonators/src/acoustic_resonators/stroboscopy/raw_data/20.11.19/14h17m36s_long scan on flake (pump V 0.64 mW ND 0.4 640nm) A+B in Stanford___294.673-293.148_.txt,0.64,5.136887066051422,-0.004399837778302541,0.00007608853740080808,-0.004323749240901733
/Users/monochromatti/surfdrive/Measurements/2023/acoustic_resonators/src/acoustic_resonators/stroboscopy/raw_data/20.11.19/14h17m36s_long scan on flake (pump V 0.64 mW ND 0.4 640nm) A+B in Stanford___294.673-293.148_.txt,0.64,5.203599885091181,-0.0043935883006389,0.00009319815357250634,-0.004300390147066394
/Users/monochromatti/surfdrive/Measurements/2023/acoustic_resonators/src/acoustic_resonators/stroboscopy/raw_data/20.11.19/14h17m36s_long scan on flake (pump V 0.64 mW ND 0.4 640nm) A+B in Stanford___294.673-293.148_.txt,0.64,5.270312704130751,-0.004346434234187314,0.00006993953012199034,-0.004276494704065324
/Users/monochromatti/surfdrive/Measurements/2023/acoustic_resonators/src/acoustic_resonators/stroboscopy/raw_data/20.11.19/14h17m36s_long scan on flake (pump V 0.64 mW ND 0.4 640nm) A+B in Stanford___294.673-293.148_.txt,0.64,5.33702552317032,-0.0043100683133308676,0.000057932045319462715,-0.004252136268011405
/Users/monochromatti/surfdrive/Measurements/2023/acoustic_resonators/src/acoustic_resonators/stroboscopy/raw_data/20.11.19/14h17m36s_long scan on flake (pump V 0.64 mW ND 0.4 640nm) A+B in Stanford___294.673-293.148_.txt,0.64,5.4037383422100795,-0.004295865496600535,0.00006847638669370097,-0.004227389109906834
/Users/monochromatti/surfdrive/Measurements/2023/acoustic_resonators/src/acoustic_resonators/stroboscopy/raw_data/20.11.19/14h17m36s_long scan on flake (pump V 0.64 mW ND 0.4 640nm) A+B in Stanford___294.673-293.148_.txt,0.64,5.470451161249649,-0.0042691637245429225,0.00006683553904022164,-0.004202328185502701
/Users/monochromatti/surfdrive/Measurements/2023/acoustic_resonators/src/acoustic_resonators/stroboscopy/raw_data/20.11.19/14h17m36s_long scan on flake (pump V 0.64 mW ND 0.4 640nm) A+B in Stanford___294.673-293.148_.txt,0.64,5.537163980289218,-0.004218030009779313,0.00004100110517341136,-0.004177028904605902
/Users/monochromatti/surfdrive/Measurements/2023/acoustic_resonators/src/acoustic_resonators/stroboscopy/raw_data/20.11.19/14h17m36s_long scan on flake (pump V 0.64 mW ND 0.4 640nm) A+B in Stanford___294.673-293.148_.txt,0.64,5.6038767993287895,-0.004180533143797471,0.000028966243262995746,-0.004151566900534475
/Users/monochromatti/surfdrive/Measurements/2023/acoustic_resonators/src/acoustic_resonators/stroboscopy/raw_data/20.11.19/14h17m36s_long scan on flake (pump V 0.64 mW ND 0.4 640nm) A+B in Stanford___294.673-293.148_.txt,0.64,5.670589618368547,-0.004149279797921915,0.00002326199750691746,-0.004126017800414997
/Users/monochromatti/surfdrive/Measurements/2023/acoustic_resonators/src/acoustic_resonators/stroboscopy/raw_data/20.11.19/14h17m36s_long scan on flake (pump V 0.64 mW ND 0.4 640nm) A+B in Stanford___294.673-293.148_.txt,0.64,5.737302437408118,-0.004145306107167246,0.000044849110156785187,-0.004100456997010461
/Users/monochromatti/surfdrive/Measurements/2023/acoustic_resonators/src/acoustic_resonators/stroboscopy/raw_data/20.11.19/14h17m36s_long scan on flake (pump V 0.64 mW ND 0.4 640nm) A+B in Stanford___294.673-293.148_.txt,0.64,5.804015256447688,-0.0041430303202582746,0.00006807089750228684,-0.004074959422755988
/Users/monochromatti/surfdrive/Measurements/2023/acoustic_resonators/src/acoustic_resonators/stroboscopy/raw_data/20.11.19/14h17m36s_long scan on flake (pump V 0.64 mW ND 0.4 640nm) A+B in Stanford___294.673-293.148_.txt,0.64,5.870728075487447,-0.0041117829319400724,0.00006218360526902538,-0.004049599326671047
/Users/monochromatti/surfdrive/Measurements/2023/acoustic_resonators/src/acoustic_resonators/stroboscopy/raw_data/20.11.19/14h17m36s_long scan on flake (pump V 0.64 mW ND 0.4 640nm) A+B in Stanford___294.673-293.148_.txt,0.64,5.9374408945270165,-0.004095876253806688,0.0000714261990048511,-0.004024450054801837
/Users/monochromatti/surfdrive/Measurements/2023/acoustic_resonators/src/acoustic_resonators/stroboscopy/raw_data/20.11.19/14h17m36s_long scan on flake (pump V 0.64 mW ND 0.4 640nm) A+B in Stanford___294.673-293.148_.txt,0.64,6.004153713566586,-0.004074852033906797,0.00007526819907433067,-0.003999583834832466
/Users/monochromatti/surfdrive/Measurements/2023/acoustic_resonators/src/acoustic_resonators/stroboscopy/raw_data/20.11.19/14h17m36s_long scan on flake (pump V 0.64 mW ND 0.4 640nm) A+B in Stanford___294.673-293.148_.txt,0.64,6.070866532606345,-0.00405724149437036,0.00008216992888158709,-0.003975071565488773
/Users/monochromatti/surfdrive/Measurements/2023/acoustic_resonators/src/acoustic_resonators/stroboscopy/raw_data/20.11.19/14h17m36s_long scan on flake (pump V 0.64 mW ND 0.4 640nm) A+B in Stanford___294.673-293.148_.txt,0.64,6.137579351645915,-0.004064056939982567,0.00011307432864449043,-0.003950982611338077
/Users/monochromatti/surfdrive/Measurements/2023/acoustic_resonators/src/acoustic_resonators/stroboscopy/raw_data/20.11.19/14h17m36s_long scan on flake (pump V 0.64 mW ND 0.4 640nm) A+B in Stanford___294.673-293.148_.txt,0.64,6.204292170685486,-0.0040384930613794395,0.00011110845781147054,-0.003927384603567969
/Users/monochromatti/surfdrive/Measurements/2023/acoustic_resonators/src/acoustic_resonators/stroboscopy/raw_data/20.11.19/14h17m36s_long scan on flake (pump V 0.64 mW ND 0.4 640nm) A+B in Stanford___294.673-293.148_.txt,0.64,6.271004989725245,-0.003992470930824985,0.0000881276835177614,-0.003904343247307224
/Users/monochromatti/surfdrive/Measurements/2023/acoustic_resonators/src/acoustic_resonators/stroboscopy/raw_data/20.11.19/14h17m36s_long scan on flake (pump V 0.64 mW ND 0.4 640nm) A+B in Stanford___294.673-293.148_.txt,0.64,6.337717808764815,-0.00398735934661583,0.00010543721058927681,-0.003881922136026553
/Users/monochromatti/surfdrive/Measurements/2023/acoustic_resonators/src/acoustic_resonators/stroboscopy/raw_data/20.11.19/14h17m36s_long scan on flake (pump V 0.64 mW ND 0.4 640nm) A+B in Stanford___294.673-293.148_.txt,0.64,6.404430627804384,-0.003985655485212779,0.00012547291168063437,-0.0038601825735321447
/Users/monochromatti/surfdrive/Measurements/2023/acoustic_resonators/src/acoustic_resonators/stroboscopy/raw_data/20.11.19/14h17m36s_long scan on flake (pump V 0.64 mW ND 0.4 640nm) A+B in Stanford___294.673-293.148_.txt,0.64,6.4711434468441436,-0.003945882832321966,0.00010669942828163241,-0.0038391834040403337
/Users/monochromatti/surfdrive/Measurements/2023/acoustic_resonators/src/acoustic_resonators/stroboscopy/raw_data/20.11.19/14h17m36s_long scan on flake (pump V 0.64 mW ND 0.4 640nm) A+B in Stanford___294.673-293.148_.txt,0.64,6.537856265883713,-0.003929976154188582,0.00011099530339617799,-0.003818980850792404
/Users/monochromatti/surfdrive/Measurements/2023/acoustic_resonators/src/acoustic_resonators/stroboscopy/raw_data/20.11.19/14h17m36s_long scan on flake (pump V 0.64 mW ND 0.4 640nm) A+B in Stanford___294.673-293.148_.txt,0.64,6.604569084923282,-0.003924858612422073,0.00012523024878227564,-0.0037996283636397973
/Users/monochromatti/surfdrive/Measurements/2023/acoustic_resonators/src/acoustic_resonators/stroboscopy/raw_data/20.11.19/14h17m36s_long scan on flake (pump V 0.64 mW ND 0.4 640nm) A+B in Stanford___294.673-293.148_.txt,0.64,6.671281903963042,-0.0038509968163555203,0.00006982034035378157,-0.0037811764760017387
/Users/monochromatti/surfdrive/Measurements/2023/acoustic_resonators/src/acoustic_resonators/stroboscopy/raw_data/20.11.19/14h17m36s_long scan on flake (pump V 0.64 mW ND 0.4 640nm) A+B in Stanford___294.673-293.148_.txt,0.64,6.737994723002611,-0.0037839554326867916,0.00002028276112213791,-0.0037636726715646537
/Users/monochromatti/surfdrive/Measurements/2023/acoustic_resonators/src/acoustic_resonators/stroboscopy/raw_data/20.11.19/14h17m36s_long scan on flake (pump V 0.64 mW ND 0.4 640nm) A+B in Stanford___294.673-293.148_.txt,0.64,6.804707542042182,-0.003779981741932122,0.00003282048087102597,-0.003747161261061096
/Users/monochromatti/surfdrive/Measurements/2023/acoustic_resonators/src/acoustic_resonators/stroboscopy/raw_data/20.11.19/14h17m36s_long scan on flake (pump V 0.64 mW ND 0.4 640nm) A+B in Stanford___294.673-293.148_.txt,0.64,6.871420361081942,-0.003783389464738225,0.00005170619530354536,-0.00373168326943468
/Users/monochromatti/surfdrive/Measurements/2023/acoustic_resonators/src/acoustic_resonators/stroboscopy/raw_data/20.11.19/14h17m36s_long scan on flake (pump V 0.64 mW ND 0.4 640nm) A+B in Stanford___294.673-293.148_.txt,0.64,6.938133180121511,-0.0037680487545534076,0.0000507724208908167,-0.003717276333662591
/Users/monochromatti/surfdrive/Measurements/2023/acoustic_resonators/src/acoustic_resonators/stroboscopy/raw_data/20.11.19/14h17m36s_long scan on flake (pump V 0.64 mW ND 0.4 640nm) A+B in Stanford___294.673-293.148_.txt,0.64,7.0048459991610805,-0.003733387685871748,0.000029413074398158042,-0.00370397461147359
/Users/monochromatti/surfdrive/Measurements/2023/acoustic_resonators/src/acoustic_resonators/stroboscopy/raw_data/20.11.19/14h17m36s_long scan on flake (pump V 0.64 mW ND 0.4 640nm) A+B in Stanford___294.673-293.148_.txt,0.64,7.07155881820084,-0.0037277101337140277,0.000035901432547982316,-0.0036918087011660453
/Users/monochromatti/surfdrive/Measurements/2023/acoustic_resonators/src/acoustic_resonators/stroboscopy/raw_data/20.11.19/14h17m36s_long scan on flake (pump V 0.64 mW ND 0.4 640nm) A+B in Stanford___294.673-293.148_.txt,0.64,7.138271637240409,-0.003731117856520131,0.000050312283825682414,-0.0036808055726944484
/Users/monochromatti/surfdrive/Measurements/2023/acoustic_resonators/src/acoustic_resonators/stroboscopy/raw_data/20.11.19/14h17m36s_long scan on flake (pump V 0.64 mW ND 0.4 640nm) A+B in Stanford___294.673-293.148_.txt,0.64,7.204984456279979,-0.0036998704682019287,0.000028881958043932947,-0.0036709885101579957
/Users/monochromatti/surfdrive/Measurements/2023/acoustic_resonators/src/acoustic_resonators/stroboscopy/raw_data/20.11.19/14h17m36s_long scan on flake (pump V 0.64 mW ND 0.4 640nm) A+B in Stanford___294.673-293.148_.txt,0.64,7.27169727531955,-0.003683390873894776,0.0000210138081043797,-0.003662377065790396
/Users/monochromatti/surfdrive/Measurements/2023/acoustic_resonators/src/acoustic_resonators/stroboscopy/raw_data/20.11.19/14h17m36s_long scan on flake (pump V 0.64 mW ND 0.4 640nm) A+B in Stanford___294.673-293.148_.txt,0.64,7.338410094359308,-0.003666346302306906,0.000011359276793379731,-0.0036549870255135264
/Users/monochromatti/surfdrive/Measurements/2023/acoustic_resonators/src/acoustic_resonators/stroboscopy/raw_data/20.11.19/14h17m36s_long scan on flake (pump V 0.64 mW ND 0.4 640nm) A+B in Stanford___294.673-293.148_.txt,0.64,7.405122913398879,-0.0036731617479191124,0.000024331361835987653,-0.0036488303860831247
/Users/monochromatti/surfdrive/Measurements/2023/acoustic_resonators/src/acoustic_resonators/stroboscopy/raw_data/20.11.19/14h17m36s_long scan on flake (pump V 0.64 mW ND 0.4 640nm) A+B in Stanford___294.673-293.148_.txt,0.64,7.471835732438448,-0.0036566891018371627,0.000012773758018286806,-0.003643915343818876
/Users/monochromatti/surfdrive/Measurements/2023/acoustic_resonators/src/acoustic_resonators/stroboscopy/raw_data/20.11.19/14h17m36s_long scan on flake (pump V 0.64 mW ND 0.4 640nm) A+B in Stanford___294.673-293.148_.txt,0.64,7.538548551478208,-0.0036254417135189606,-0.000014804581358120704,-0.0036402462948770813
/Users/monochromatti/surfdrive/Measurements/2023/acoustic_resonators/src/acoustic_resonators/stroboscopy/raw_data/20.11.19/14h17m36s_long scan on flake (pump V 0.64 mW ND 0.4 640nm) A+B in Stanford___294.673-293.148_.txt,0.64,7.605261370517777,-0.003620324171752452,-0.00001749967523642518,-0.003637823846988877
/Users/monochromatti/surfdrive/Measurements/2023/acoustic_resonators/src/acoustic_resonators/stroboscopy/raw_data/20.11.19/14h17m36s_long scan on flake (pump V 0.64 mW ND 0.4 640nm) A+B in Stanford___294.673-293.148_.txt,0.64,7.671974189557346,-0.0036385066367948075,1.8617942416816746e-6,-0.003636644842553126
/Users/monochromatti/surfdrive/Measurements/2023/acoustic_resonators/src/acoustic_resonators/stroboscopy/raw_data/20.11.19/14h17m36s_long scan on flake (pump V 0.64 mW ND 0.4 640nm) A+B in Stanford___294.673-293.148_.txt,0.64,7.738687008597106,-0.003679411225582753,0.00004270883264298692,-0.003636702392939766
/Users/monochromatti/surfdrive/Measurements/2023/acoustic_resonators/src/acoustic_resonators/stroboscopy/raw_data/20.11.19/14h17m36s_long scan on flake (pump V 0.64 mW ND 0.4 640nm) A+B in Stanford___294.673-293.148_.txt,0.64,7.805399827636675,-0.0036691880571644436,0.000031202133338262446,-0.003637985923826181
/Users/monochromatti/surfdrive/Measurements/2023/acoustic_resonators/src/acoustic_resonators/stroboscopy/raw_data/20.11.19/14h17m36s_long scan on flake (pump V 0.64 mW ND 0.4 640nm) A+B in Stanford___294.673-293.148_.txt,0.64,7.872112646676246,-0.0036368027753917553,-3.6784559655001804e-6,-0.0036404812313572555
/Users/monochromatti/surfdrive/Measurements/2023/acoustic_resonators/src/acoustic_resonators/stroboscopy/raw_data/20.11.19/14h17m36s_long scan on flake (pump V 0.64 mW ND 0.4 640nm) A+B in Stanford___294.673-293.148_.txt,0.64,7.938825465716006,-0.003612936800634326,-0.000031233748254108715,-0.0036441705488884347
/Users/monochromatti/surfdrive/Measurements/2023/acoustic_resonators/src/acoustic_resonators/stroboscopy/raw_data/20.11.19/14h17m36s_long scan on flake (pump V 0.64 mW ND 0.4 640nm) A+B in Stanford___294.673-293.148_.txt,0.64,8.005538284755575,-0.0036487357627704707,-2.96861270206953e-7,-0.0036490326240406776
/Users/monochromatti/surfdrive/Measurements/2023/acoustic_resonators/src/acoustic_resonators/stroboscopy/raw_data/20.11.19/14h17m36s_long scan on flake (pump V 0.64 mW ND 0.4 640nm) A+B in Stanford___294.673-293.148_.txt,0.64,8.072251103795145,-0.00368225298044029,0.000027210174673196648,-0.0036550428057670935
/Users/monochromatti/surfdrive/Measurements/2023/acoustic_resonators/src/acoustic_resonators/stroboscopy/raw_data/20.11.19/14h17m36s_long scan on flake (pump V 0.64 mW ND 0.4 640nm) A+B in Stanford___294.673-293.148_.txt,0.64,8.138963922834904,-0.00368907438360985,0.00002690124250738111,-0.003662173141102469
/Users/monochromatti/surfdrive/Measurements/2023/acoustic_resonators/src/acoustic_resonators/stroboscopy/raw_data/20.11.19/14h17m36s_long scan on flake (pump V 0.64 mW ND 0.4 640nm) A+B in Stanford___294.673-293.148_.txt,0.64,8.205676741874473,-0.0036572550697857283,-0.000013137411454324042,-0.0036703924812400523
/Users/monochromatti/surfdrive/Measurements/2023/acoustic_resonators/src/acoustic_resonators/stroboscopy/raw_data/20.11.19/14h17m36s_long scan on flake (pump V 0.64 mW ND 0.4 640nm) A+B in Stanford___294.673-293.148_.txt,0.64,8.272389560914043,-0.003604417493619068,-0.00007524910293530036,-0.0036796665965543682
/Users/monochromatti/surfdrive/Measurements/2023/acoustic_resonators/src/acoustic_resonators/stroboscopy/raw_data/20.11.19/14h17m36s_long scan on flake (pump V 0.64 mW ND 0.4 640nm) A+B in Stanford___294.673-293.148_.txt,0.64,8.339102379953802,-0.0036294154042736297,-0.00006054289589011233,-0.003689958300163742
/Users/monochromatti/surfdrive/Measurements/2023/acoustic_resonators/src/acoustic_resonators/stroboscopy/raw_data/20.11.19/14h17m36s_long scan on flake (pump V 0.64 mW ND 0.4 640nm) A+B in Stanford___294.673-293.148_.txt,0.64,8.405815198993372,-0.0036919161384673877,-9.3114411362249e-6,-0.0037012275796036126
/Users/monochromatti/surfdrive/Measurements/2023/acoustic_resonators/src/acoustic_resonators/stroboscopy/raw_data/20.11.19/14h17m36s_long scan on flake (pump V 0.64 mW ND 0.4 640nm) A+B in Stanford___294.673-293.148_.txt,0.64,8.472528018032943,-0.003732820727255333,0.000019388991095100044,-0.003713431736160233
/Users/monochromatti/surfdrive/Measurements/2023/acoustic_resonators/src/acoustic_resonators/stroboscopy/raw_data/20.11.19/14h17m36s_long scan on flake (pump V 0.64 mW ND 0.4 640nm) A+B in Stanford___294.673-293.148_.txt,0.64,8.539240837072702,-0.0037231635267855894,-3.362004607803098e-6,-0.0037265255313933925
/Users/monochromatti/surfdrive/Measurements/2023/acoustic_resonators/src/acoustic_resonators/stroboscopy/raw_data/20.11.19/14h17m36s_long scan on flake (pump V 0.64 mW ND 0.4 640nm) A+B in Stanford___294.673-293.148_.txt,0.64,8.605953656112272,-0.0037027112323916164,-0.000037750107967291814,-0.003740461340358908
/Users/monochromatti/surfdrive/Measurements/2023/acoustic_resonators/src/acoustic_resonators/stroboscopy/raw_data/20.11.19/14h17m36s_long scan on flake (pump V 0.64 mW ND 0.4 640nm) A+B in Stanford___294.673-293.148_.txt,0.64,8.672666475151841,-0.003710092645952389,-0.00004509666507243734,-0.0037551893110248265
/Users/monochromatti/surfdrive/Measurements/2023/acoustic_resonators/src/acoustic_resonators/stroboscopy/raw_data/20.11.19/14h17m36s_long scan on flake (pump V 0.64 mW ND 0.4 640nm) A+B in Stanford___294.673-293.148_.txt,0.64,8.7393792941916,-0.0037498652988432026,-0.00002079223051566076,-0.0037706575293588633
/Users/monochromatti/surfdrive/Measurements/2023/acoustic_resonators/src/acoustic_resonators/stroboscopy/raw_data/20.11.19/14h17m36s_long scan on flake (pump V 0.64 mW ND 0.4 640nm) A+B in Stanford___294.673-293.148_.txt,0.64,8.80609211323117,-0.0037936116424886856,6.7994529368135305e-6,-0.003786812189551872
/Users/monochromatti/surfdrive/Measurements/2023/acoustic_resonators/src/acoustic_resonators/stroboscopy/raw_data/20.11.19/14h17m36s_long scan on flake (pump V 0.64 mW ND 0.4 640nm) A+B in Stanford___294.673-293.148_.txt,0.64,8.87280493227074,-0.003781684612667324,-0.000021913156163013217,-0.003803597768830337
/Users/monochromatti/surfdrive/Measurements/2023/acoustic_resonators/src/acoustic_resonators/stroboscopy/raw_data/20.11.19/14h17m36s_long scan on flake (pump V 0.64 mW ND 0.4 640nm) A+B in Stanford___294.673-293.148_.txt,0.64,8.93951775131031,-0.0037640681155735353,-0.00005688909072579197,-0.0038209572062993273
/Users/monochromatti/surfdrive/Measurements/2023/acoustic_resonators/src/acoustic_resonators/stroboscopy/raw_data/20.11.19/14h17m36s_long scan on flake (pump V 0.64 mW ND 0.4 640nm) A+B in Stanford___294.673-293.148_.txt,0.64,9.006230570350068,-0.003789638942401866,-0.000049193142848554926,-0.003838832085250421
/Users/monochromatti/surfdrive/Measurements/2023/acoustic_resonators/src/acoustic_resonators/stroboscopy/raw_data/20.11.19/14h17m36s_long scan on flake (pump V 0.64 mW ND 0.4 640nm) A+B in Stanford___294.673-293.148_.txt,0.64,9.07294338938964,-0.0038458852321463658,-0.000011277586214744357,-0.00385716281836111
/Users/monochromatti/surfdrive/Measurements/2023/acoustic_resonators/src/acoustic_resonators/stroboscopy/raw_data/20.11.19/14h17m36s_long scan on flake (pump V 0.64 mW ND 0.4 640nm) A+B in Stanford___294.673-293.148_.txt,0.64,9.139656208429209,-0.003872021036255413,-3.867798953183406e-6,-0.0038758888352085964
/Users/monochromatti/surfdrive/Measurements/2023/acoustic_resonators/src/acoustic_resonators/stroboscopy/raw_data/20.11.19/14h17m36s_long scan on flake (pump V 0.64 mW ND 0.4 640nm) A+B in Stanford___294.673-293.148_.txt,0.64,9.206369027468968,-0.003872021036255413,-0.00002292773526053893,-0.003894948771515952
/Users/monochromatti/surfdrive/Measurements/2023/acoustic_resonators/src/acoustic_resonators/stroboscopy/raw_data/20.11.19/14h17m36s_long scan on flake (pump V 0.64 mW ND 0.4 640nm) A+B in Stanford___294.673-293.148_.txt,0.64,9.273081846508537,-0.0039015645631705633,-0.000012716096378046892,-0.00391428065954861
/Users/monochromatti/surfdrive/Measurements/2023/acoustic_resonators/src/acoustic_resonators/stroboscopy/raw_data/20.11.19/14h17m36s_long scan on flake (pump V 0.64 mW ND 0.4 640nm) A+B in Stanford___294.673-293.148_.txt,0.64,9.339794665548107,-0.003931680015591633,-2.1421034879457596e-6,-0.003933822119079579
/Users/monochromatti/surfdrive/Measurements/2023/acoustic_resonators/src/acoustic_resonators/stroboscopy/raw_data/20.11.19/14h17m36s_long scan on flake (pump V 0.64 mW ND 0.4 640nm) A+B in Stanford___294.673-293.148_.txt,0.64,9.406507484587866,-0.003914063518497844,-0.0000394470298445658,-0.00395351054834241
/Users/monochromatti/surfdrive/Measurements/2023/acoustic_resonators/src/acoustic_resonators/stroboscopy/raw_data/20.11.19/14h17m36s_long scan on flake (pump V 0.64 mW ND 0.4 640nm) A+B in Stanford___294.673-293.148_.txt,0.64,9.473220303627436,-0.0038867957784916645,-0.00008648753590458861,-0.003973283314396253
/Users/monochromatti/surfdrive/Measurements/2023/acoustic_resonators/src/acoustic_resonators/stroboscopy/raw_data/20.11.19/14h17m36s_long scan on flake (pump V 0.64 mW ND 0.4 640nm) A+B in Stanford___294.673-293.148_.txt,0.64,9.539933122667007,-0.0039129256250433585,-0.00008015231728956615,-0.003993077942332925
/Users/monochromatti/surfdrive/Measurements/2023/acoustic_resonators/src/acoustic_resonators/stroboscopy/raw_data/20.11.19/14h17m36s_long scan on flake (pump V 0.64 mW ND 0.4 640nm) A+B in Stanford___294.673-293.148_.txt,0.64,9.606645941706766,-0.003963493371858401,-0.000049338930903262794,-0.004012832302761664
/Users/monochromatti/surfdrive/Measurements/2023/acoustic_resonators/src/acoustic_resonators/stroboscopy/raw_data/20.11.19/14h17m36s_long scan on flake (pump V 0.64 mW ND 0.4 640nm) A+B in Stanford___294.673-293.148_.txt,0.64,9.673358760746336,-0.004014061118673444,-0.00001842367834419944,-0.004032484797017643
/Users/monochromatti/surfdrive/Measurements/2023/acoustic_resonators/src/acoustic_resonators/stroboscopy/raw_data/20.11.19/14h17m36s_long scan on flake (pump V 0.64 mW ND 0.4 640nm) A+B in Stanford___294.673-293.148_.txt,0.64,9.740071579785905,-0.0040134951507248785,-0.000038479388825955925,-0.004051974539550834
/Users/monochromatti/surfdrive/Measurements/2023/acoustic_resonators/src/acoustic_resonators/stroboscopy/raw_data/20.11.19/14h17m36s_long scan on flake (pump V 0.64 mW ND 0.4 640nm) A+B in Stanford___294.673-293.148_.txt,0.64,9.806784398825664,-0.004028263935403777,-0.00004297760155861502,-0.004071241536962392
/Users/monochromatti/surfdrive/Measurements/2023/acoustic_resonators/src/acoustic_resonators/stroboscopy/raw_data/20.11.19/14h17m36s_long scan on flake (pump V 0.64 mW ND 0.4 640nm) A+B in Stanford___294.673-293.148_.txt,0.64,9.873497217865234,-0.004056669568864441,-0.000033557294306418677,-0.00409022686317086
/Users/monochromatti/surfdrive/Measurements/2023/acoustic_resonators/src/acoustic_resonators/stroboscopy/raw_data/20.11.19/14h17m36s_long scan on flake (pump V 0.64 mW ND 0.4 640nm) A+B in Stanford___294.673-293.148_.txt,0.64,9.940210036904803,-0.00409758011520974,-0.000011292714995843334,-0.0041088728302055835
/Users/monochromatti/surfdrive/Measurements/2023/acoustic_resonators/src/acoustic_resonators/stroboscopy/raw_data/20.11.19/14h17m36s_long scan on flake (pump V 0.64 mW ND 0.4 640nm) A+B in Stanford___294.673-293.148_.txt,0.64,10.006922855944563,-0.0040953043283007695,-0.00003181882583893226,-0.004127123154139702
/Users/monochromatti/surfdrive/Measurements/2023/acoustic_resonators/src/acoustic_resonators/stroboscopy/raw_data/20.11.19/14h17m36s_long scan on flake (pump V 0.64 mW ND 0.4 640nm) A+B in Stanford___294.673-293.148_.txt,0.64,10.073635674984132,-0.00408508115988246,-0.00005984195581204121,-0.004144923115694501
/Users/monochromatti/surfdrive/Measurements/2023/acoustic_resonators/src/acoustic_resonators/stroboscopy/raw_data/20.11.19/14h17m36s_long scan on flake (pump V 0.64 mW ND 0.4 640nm) A+B in Stanford___294.673-293.148_.txt,0.64,10.140348494023703,-0.0040862190533369445,-0.00007600066172906272,-0.004162219715066007
/Users/monochromatti/surfdrive/Measurements/2023/acoustic_resonators/src/acoustic_resonators/stroboscopy/raw_data/20.11.19/14h17m36s_long scan on flake (pump V 0.64 mW ND 0.4 640nm) A+B in Stanford___294.673-293.148_.txt,0.64,10.207061313063463,-0.004099283976612792,-0.0000796778439308846,-0.0041789618205436765
/Users/monochromatti/surfdrive/Measurements/2023/acoustic_resonators/src/acoustic_resonators/stroboscopy/raw_data/20.11.19/14h17m36s_long scan on flake (pump V 0.64 mW ND 0.4 640nm) A+B in Stanford___294.673-293.148_.txt,0.64,10.273774132103032,-0.00410382959287338,-0.00009127071764067785,-0.004195100310514058
/Users/monochromatti/surfdrive/Measurements/2023/acoustic_resonators/src/acoustic_resonators/stroboscopy/raw_data/20.11.19/14h17m36s_long scan on flake (pump V 0.64 mW ND 0.4 640nm) A+B in Stanford___294.673-293.148_.txt,0.64,10.340486951142601,-0.004102125731470329,-0.00010846247699451955,-0.004210588208464848
